284,0.9999996074475812,"[('resurection', -0.006561932817616145), ('Alan', -0.006388043708871635), ('lightning', -0.006207523154684968), ('heaven', -0.005600193942100982), ('Fear', -0.0054679572378572485), ('saints', -0.005263902813153658)]"
268,0.9501253240501613,"[('ctron', -0.4825488658888262), ('debunks', 0.03478793683589521), ('Francis', -0.03150401888213674), ('Wrong', 0.030544935202721706), ('103', 0.02373371178762636), ('Organization', -0.023101141506358596)]"
317,0.9499227792301942,"[('Conversions', -0.08219251914878713), ('faced', -0.04170491477428861), ('fsu', -0.036482735414521815), ('interview', -0.03270062525454139), ('indoctrination', -0.030278775860974435), ('Organization', -0.028488799993890986)]"
482,0.9470361996519555,"[('mangoe', 0.07115907848845233), ('lous', 0.061115692757005825), ('tove', 0.06097364412452557), ('marv', 0.05921045965959945), ('Wingate', 0.05765472163636908), ('sod', 0.0531344525783514)]"
306,0.9313821629681374,"[('formerly', -0.04969773199516338), ('Stanley', -0.04086069244415759), ('restricted', -0.037377963049672225), ('verify', -0.037112849959068266), ('nonrepeatability', -0.036618191047704245), ('observe', -0.03599078809316791)]"
26,0.9289098235457556,"[('Astrophysics', -0.11535273472217304), ('wustl', -0.07281186381466187), ('Oser', -0.06523998197398131), ('fermi', -0.05794593735761095), ('oser', -0.05556527877982084), ('Host', 0.04158644618692198)]"
114,0.9097972691419155,"[('Alan', -0.08997593330826338), ('Love', -0.04830716851989954), ('voices', -0.0416854054753219), ('York', -0.03038204339201099), ('rock', -0.02912009184330649), ('reduced', -0.028480186065621926)]"
190,0.8873918932180269,"[('ocis', -0.19172514876156607), ('astro', -0.18887231895040663), ('Carl', -0.15765395000134474), ('stamp', 0.07502781750566799), ('Newsreader', 0.05740845025930741), ('Posting', 0.04347244410397153)]"
125,0.8773673612835042,"[('influenced', -0.06820843537960114), ('fill', -0.06403129273508183), ('survey', -0.05910896502591698), ('Thanks', -0.0505601440067377), ('thank', -0.04656581754856134), ('Newsreader', 0.038362044030648856)]"
212,0.8713297232624223,"[('ocis', -0.19846487881971325), ('astro', -0.19109242954097164), ('Carl', -0.16642859553276776), ('Host', 0.056714206241626534), ('Newsreader', 0.05669397284624566), ('TIN', 0.04897870164313554)]"
112,0.8441536345988601,"[('Organization', -0.04771826206833526), ('Romans', -0.04503042833648177), ('spat', -0.042794262744060924), ('battling', -0.042502388068937316), ('preferes', -0.0404485592316548), ('hebrews', -0.03924381071891516)]"
15,0.7778461997537766,"[('sincere', -0.08092962141120122), ('smug', -0.07965439775896041), ('fsu', -0.05493676804382167), ('Organization', -0.0407863667245606), ('William', -0.03263473474961548), ('Morality', 0.02804701313512948)]"
208,0.7426035811564444,"[('attitude', -0.0631132525897513), ('refuses', 0.06152190601677182), ('thank', -0.05860755736697788), ('cycle', -0.057926520003462566), ('Organization', -0.053701075338181706), ('fashioned', -0.05335949677268981)]"
269,0.7396072795972435,"[('uxa', -0.0635579718008076), ('Me', -0.04960077056686893), ('Steve', -0.048764026766764355), ('Organization', -0.04311430801298617), ('fsu', -0.027831011987371056), ('pepke', -0.023868689298114917)]"
104,0.7027186301486683,"[('sinners', -0.05242622086540986), ('Organization', -0.04550671824108277), ('Peter', -0.04254804056438683), ('sincere', -0.04242659847955093), ('Waco', -0.03809268682839029), ('resurection', -0.035248798907244326)]"
285,0.6920385882267467,"[('Alan', -0.13956418182110367), ('beast', -0.07983619897065192), ('cattle', -0.0567066661258914), ('Olsen', 0.04358390588309201), ('meet', -0.037401693426092474), ('air', 0.03692786030116123)]"
165,0.6797838289081175,"[('Tribulation', 0.2829319680031138), ('Antichrist', -0.26071447245355844), ('beast', -0.11468175527626327), ('IN', 0.10125759415895155), ('deceived', -0.09273160137627698), ('Revelation', -0.09174476828413683)]"
3,0.5959862323493873,"[('Freemasonry', -0.2293086866224486), ('Page', -0.10869268807362355), ('equality', 0.08241752567557914), ('Ministry', 0.07833437554680886), ('10th', -0.07563591358033356), ('Host', 0.06243085067673936)]"
154,0.5771005962350844,"[('indiana', -0.08147114029128083), ('Florida', -0.07524188677746134), ('Asimov', 0.07184776340033142), ('Organization', -0.06084718326150001), ('Schnitzius', -0.057006961225539755), ('stamp', 0.05079719725671899)]"
675,0.49144047070350233,"[('constructive', 0.10852721055527934), ('agnostics', 0.09959399827194051), ('newton', 0.0990887612446409), ('ALink', 0.09580506181913805), ('cornell', -0.0812362036345873), ('lemur', -0.07838029508856688)]"
72,0.483699127690601,"[('Todd', -0.11698856756605133), ('loud', -0.10566561060583625), ('LaTech', 0.10430887368159876), ('gravity', 0.08582742001743911), ('voices', -0.06398075032808229), ('Organization', -0.059077815664900744)]"
236,0.4664422642680043,"[('Caused', 0.10158897131797646), ('Computations', -0.10118025720127732), ('Supercomputer', -0.10116009412153966), ('Genocide', 0.08026041991099837), ('Organization', -0.0583260838083271), ('jews', -0.04414188127663549)]"
195,0.4227836946371492,"[('agonizing', -0.2851065177420827), ('carpenter', -0.1874041979191875), ('cbnewsj', 0.09571832216649176), ('kaflowitz', 0.08970310278352539), ('na', 0.06645641473953037), ('Gotta', 0.052620541846134364)]"
282,0.40945854836823536,"[('Path', -0.24230538942702268), ('output', 0.16751224959320116), ('feedback', -0.13349012694278706), ('Julian', -0.13252231090959424), ('UNLIKE', 0.11215250692980915), ('Arlington', 0.10542362918332682)]"
184,0.40328784520261446,"[('Newsreader', 0.08078479818635774), ('PL9', 0.06824512450528464), ('Organization', -0.061743467173573305), ('affected', -0.055269825437219304), ('research', -0.054659331453851705), ('replies', -0.052051764223019006)]"
24,0.4025726955867381,"[('sincere', -0.12077218926510791), ('realised', 0.08917703536333345), ('disguise', -0.0863942241569728), ('refuses', 0.08054616104357554), ('omnipresent', -0.07718468828294343), ('Newsreader', 0.07296912986994468)]"
