Organization,18,0.9920221365904206
Host,8,0.5751069081331212
Newsreader,7,0.5194036293479225
Posting,5,0.3799757309186355
sincere,4,0.3157479346606274
Alan,4,0.4053042271289179
Carl,4,0.714619067708209
fsu,3,0.11925051544571455
Asimov,3,0.33735260223363506
ocis,3,0.5803215596616709
astro,3,0.5714101317892835
TIN,2,0.12589186334196578
Olsen,2,0.09917412580738495
Conversions,2,0.22268788625709196
refuses,2,0.14206806706034736
sinners,2,0.11115508018426273
voices,2,0.10566615580340419
resurection,2,0.041810731724860474
thank,2,0.10517337491553921
stamp,2,0.12582501476238697
beast,2,0.1945179542469152
carpenter,1,0.1874041979191875
cbnewsj,1,0.09571832216649176
kaflowitz,1,0.08970310278352539
na,1,0.06645641473953037
Gotta,1,0.052620541846134364
attitude,1,0.0631132525897513
cycle,1,0.057926520003462566
fashioned,1,0.05335949677268981
Scouts,1,0.16882212449569575
Boy,1,0.14731808740598978
Comp,1,0.0839105388867021
Scout,1,0.06377642822266627
Warning,1,0.0891675897095565
orst,1,0.06854824804428858
PL8,1,0.058677670943955776
warns,1,0.08774577715457221
Yet,1,0.058861717537045506
Caused,1,0.10158897131797646
Computations,1,0.10118025720127732
Supercomputer,1,0.10116009412153966
Genocide,1,0.08026041991099837
jews,1,0.04414188127663549
ctron,1,0.4825488658888262
debunks,1,0.03478793683589521
Francis,1,0.03150401888213674
Wrong,1,0.030544935202721706
103,1,0.02373371178762636
uxa,1,0.0635579718008076
Me,1,0.04960077056686893
Steve,1,0.048764026766764355
pepke,1,0.023868689298114917
Quoting,1,0.1843863670216709
llnl,1,0.09815720429383494
Path,1,0.24230538942702268
output,1,0.16751224959320116
feedback,1,0.13349012694278706
Julian,1,0.13252231090959424
UNLIKE,1,0.11215250692980915
Arlington,1,0.10542362918332682
lightning,1,0.006207523154684968
heaven,1,0.005600193942100982
Fear,1,0.0054679572378572485
saints,1,0.005263902813153658
cattle,1,0.0567066661258914
meet,1,0.037401693426092474
air,1,0.03692786030116123
formerly,1,0.04969773199516338
Stanley,1,0.04086069244415759
restricted,1,0.037377963049672225
verify,1,0.037112849959068266
nonrepeatability,1,0.036618191047704245
observe,1,0.03599078809316791
creationists,1,0.12242859550637207
surprised,1,0.05070903391739776
Bill,1,0.04981462408166504
faced,1,0.04170491477428861
interview,1,0.03270062525454139
indoctrination,1,0.030278775860974435
Return,1,0.2465752170219551
C6697n,1,0.10699170872596023
VNEWS,1,0.08554116880059255
mangoe,1,0.07115907848845233
lous,1,0.061115692757005825
tove,1,0.06097364412452557
marv,1,0.05921045965959945
Wingate,1,0.05765472163636908
sod,1,0.0531344525783514
Russell,1,0.08484233315684188
Bertrand,1,0.06986841842950935
NAME,1,0.03932120948820636
request,1,0.03799171724833076
Adelaide,1,0.03376325404390963
constructive,1,0.10852721055527934
agnostics,1,0.09959399827194051
newton,1,0.0990887612446409
ALink,1,0.09580506181913805
cornell,1,0.0812362036345873
lemur,1,0.07838029508856688
Freemasonry,1,0.2293086866224486
Page,1,0.10869268807362355
equality,1,0.08241752567557914
Ministry,1,0.07833437554680886
10th,1,0.07563591358033356
smug,1,0.07965439775896041
William,1,0.03263473474961548
Morality,1,0.02804701313512948
realised,1,0.08917703536333345
disguise,1,0.0863942241569728
omnipresent,1,0.07718468828294343
Astrophysics,1,0.11535273472217304
wustl,1,0.07281186381466187
Oser,1,0.06523998197398131
fermi,1,0.05794593735761095
oser,1,0.05556527877982084
math,1,0.12471709617709735
particle,1,0.07774481337893337
hole,1,0.07439160919917992
spacsun,1,0.05623572936798048
IASTATE,1,0.05569128904820299
Todd,1,0.11698856756605133
loud,1,0.10566561060583625
LaTech,1,0.10430887368159876
gravity,1,0.08582742001743911
Peter,1,0.04254804056438683
Waco,1,0.03809268682839029
Romans,1,0.04503042833648177
spat,1,0.042794262744060924
battling,1,0.042502388068937316
preferes,1,0.0404485592316548
hebrews,1,0.03924381071891516
Love,1,0.04830716851989954
York,1,0.03038204339201099
rock,1,0.02912009184330649
reduced,1,0.028480186065621926
Rabbi,1,0.12924629620774866
scriptures,1,0.1214234215168295
Nntp,1,0.05259690339368112
influenced,1,0.06820843537960114
fill,1,0.06403129273508183
survey,1,0.05910896502591698
Thanks,1,0.0505601440067377
indiana,1,0.08147114029128083
Florida,1,0.07524188677746134
Schnitzius,1,0.057006961225539755
Tribulation,1,0.2829319680031138
Antichrist,1,0.26071447245355844
IN,1,0.10125759415895155
deceived,1,0.09273160137627698
Revelation,1,0.09174476828413683
hadith,1,0.2216022290821188
discussion,1,0.1954732735188531
expertise,1,0.18767429592388415
Qur,1,0.13724334156101636
Knowledge,1,0.10784985884932058
unilaterally,1,0.09465861000108414
PL9,1,0.06824512450528464
affected,1,0.055269825437219304
research,1,0.054659331453851705
replies,1,0.052051764223019006
agonizing,1,0.2851065177420827
